rating,title,text,verified_purchase,quality_complaint
1,sad really wanted to use it for old broken phone,did not work for my samsung s5 keeps turning off every couple of seconds and turning back on maybe not enough amps for the phone to stay charging br sad really wanted to use it for old broken phone as camera in the car,TRUE,1
3,not crazy about the case not designed correctly but,not crazy about the case not designed correctly but does its job,TRUE,0
5,just received my macbook air 13 case and i love it it was very easy to put on,just received my macbook air 13 case and i love it it was very easy to put on they were both snap on cases the keyboard cover fits perfectly and the keys still light up through it so does the apple logo for 13 99 it was the best thing i've purchased so far i didn't apply the screen protector but i know it'll be easy to put on as well shipping was extremely fast i will buy again,TRUE,0
1,don't buy this camera,don't buy this camera you cannot see the date on the pictures when you have your pictures setup in a digital frame you can only print the date when printing the pictures and that is a hassle to do you really need to be an expert to figure this out br kal,TRUE,0
3,three stars,no tv controls volume power etc,TRUE,0
5,fantastic value for money with great quality,i was very skeptical about the quality at first because of the price but i'm now extremely satisfied about my purchase these cables give outstanding quality and are worth much more than they cost,FALSE,0
1,real junk,i bought this think i could make nice musical videos for youtube the unit is pure junk br br first if you record in the high quality sound you get a pcm sound attached to your video that will not play on a computer or mack the video file will be missing sound you can't edit it in pinnacle windows movie maker or any video editing software that i know of br br the editing software they give you is junk the most it will do is a simple cut to trim the video and it doesn't do that very well contacting zoom is next to impossible once they have your money br br the video is supposed to be high def it is really low quality because zoom went the cheap route on the video with a fixed lens that doesn't record video as good as a cheap camera there are three presents i tried auto and it recorded dark video i can't correct because the video won't work in any editing software and the software they give you only does minor cuts br br i cannot think of a worst video camera zoom really screwed up this one br br don't believe their false advertising the video is very poor non adjustable no control on light focus or anything and the sound is unusable br br i want my money back,FALSE,1
5,works great,solid i mounted abfew switches at work,TRUE,0
3,not worth if you're using it as a tablet holder,it worked well for 3 weeks until the piece that connects the arm and the tablet holder broke off the plastic piece that holds in together inside ripped apart i've been using it with the standard ipad 7th gen,TRUE,1
5,love these,great colors easy to get on too no more lost remotes this is our second set of these no they don t last forever but my kids are hard on them too these are cheap enough too that you can have an extra set on hand even if you just wanted to change out the color br our firestick remote kept getting lost and the battery cover would always fall off and batteries would roll under the couch this solved the problem,TRUE,0
2,i have enjoyed this clock so much for the last year,leaving a lower score because i disagree with products made to not last anymore i have enjoyed this clock so much for the last year which remains on my nightstand and is only touched each day to set the alarm clock and plug my phone into the cord that is never removed from the clock's port then out if no where i start getting a usb error so i unplugged the clock removed the old usb cord and added a new one then plugged the alarm back in error happens within 30 seconds of plugging it in tested variations of this several times as well as trying each new usb cords out directly to wall all work fine and come to conclusion that alarm usb port is fried no clue why except that products are not built to last anymore since i now need to replace this i plan to buy one from one of your direct competitors something used as gently as this should get more than a single year before it loses functionality,TRUE,0
5,excellent,the band is so comfortable and perfect fit easy to use,TRUE,0
1,doesnt work,bought this for my samsung galaxy phone and it doesnt work you have to keep moving it around to hear anything and at that its like using a antenna to watch tv all over again its not worth the money for this item,TRUE,1
2,save your money not worth the effort,broke as soon as i got it really flimsy but the usb worked so there s that,TRUE,1
5,easy to install and worked,this was simple to install and fit correctly br everything seems to be working properly,TRUE,0
5,perfect,works perfectly i'd purchased another adapter for 40 and it didn't work at all plugged this one in paired and it started streaming sound quality is great can't tell you how happy i am to finally be able to listen to podcasts and spotify in my car,TRUE,1
3,works are described,works as described,TRUE,0
4,works ok,only one of the two screws from my monitor cable can be tightened but with the one screw the connection seems secure and it is working,TRUE,0
5,worked great for protecting camera on trip without needing full camera,worked great for protecting camera on trip without needing full camera bag when traveling abroad the less bags you have the better,TRUE,0
3,i like my old kindle better,i like my old kindle better this one to me is a little more complicated i have to work with this one more to learn its features,TRUE,0
1,crashes vertical lines constant repair loops,beautiful pc but i guess looks is all it has hooked this pc up and have had nothing but vertical lines and crashing i have tried for hours to update drivers to just crash as soon as i go to download them how was this not even caught before shipping this to me obviously quality control is not a part of allied gaming,TRUE,0
3,pretty good toy,does not support some apps,TRUE,0
1,one star,constant disconnects limted connection even through ethernet switched to arris tg862g and have not had any issues,FALSE,1
5,love it,love it,TRUE,0
1,shirt life span,junk won t charge after a month,TRUE,1
1,stopped working after 4 uses in uk,don t waste your money this stopped working after only 4 uses with a curling iron on my trip to england and ireland it s so frustrating to buy a product and expect it to work and it stops after following product directions it s also beyond the return window so i can t return it,TRUE,1
5,good quality,i like everything,TRUE,0
1,epic fail,this product is worthless the speakers themselves sound fine but the controller is terrible i bought them for my smith ski helmet previously i used a skull candy set that was marvelous but eventually the wire broke and i purchased these as a replacement the problem is that the clip doesn't stay clipped onto anything it falls off from it's own weight the pause button is also oversized and over sensitive i tried the speakers while skiing and it wouldn't stay clipped to anything i tried to use them for skiing by just putting the un clipable controller in my pocket but the pause button was so sensitive songs were paused started repeatedly there was no way to actually use these speakers,TRUE,1
1,too light,a poor version of a stand but you get what you pay for,TRUE,0
2,good build and design lack of quality in purpose of device,it is made well enough to serve its purpose but the quality is a 3 10 on the audio itself understanding this is a inexpensive option from bone conduction in order to enjoy device comfortably with distortion or crackling volume on phone should be at 80 and audio on device at 90 before the miniature drivers start to stress and exceed their db rate and even then its just loud enough to enjoy if your environment doesn't over well your music,TRUE,1
1,terribly short range even when paired with avantree devices,i recently purchased an avantree wireless headset https www amazon com gp product b01a0eaydi but was experiencing problems where they would disconnect from my macbook pro after only a few feet and they would disconnect from my iphone even though it was in my hand br br so as a last ditch effort i bought this avantree long range bluetooth adapter to see if it would perform any better with the headphones even when all other bluetooth receivers were disabled and only this avantree adapter was enabled i experienced the same signal loss and disconnection after only a few feet of walking within the line of sight from the laptop literally 4 or 5 feet away it regularly dropped connection br br i had high expectations when i went to purchase but i am left thoroughly disappointed by the incredibly short range and poor performance of avantree's bluetooth adapter,TRUE,0
4,need to ship your defective unit to asurion to get reimbursed,received the full price of the product thank you but the taxes are not covered so the insurance does not fully cover the cost of a new product otherwise i am relieved that i bought insurance for my coffee grinder which stopped working after 1 year,TRUE,1
1,this is a crap bottom of the barrel case,this is a crap bottom of the barrel case the tablet slides out of the bottom regularly the velcro does not hold well at all,TRUE,0
2,we brought it onto our cruise but somehow it was,we brought it onto our cruise but somehow it was not chargeable we had to buy 6 batteries and still try to conserve the energy by turning it off which defeats the purpose,TRUE,0
5,the quality,i love the whole product,TRUE,0
5,everything i hoped it would be,i bought this to make more room on my desk for some bigger speakers i'm extremely satisfied with this mount everything needed comes in the box and the instructions were very clear the only real problem i ran into was where to position the mount for the depth i was looking for all in all great product,TRUE,0
3,some great things and some annoying things about this tablet we've had them for almost a year,there are a few great things about this tablet and a few annoying things br br great things price 2 year warranty even if your child breaks or spills anything on it children's user face is great except for one peeve i will explain below it comes with the hard case which has saved my tablets from destruction thrown down the stairs multiple times and not a scratch or break and worked fine afterward br br things you may need br first off you will need an sd card if you want movies downloaded to the tablet so your child has access to entertainment while offline not connected to the internet i have 32gb sd card and that's been more than enough for movies each movie is about 1 2gb or less of space with 8 gb of usable internal storage on the tablet itself it's seriously not enough a few apps like netflix and sling and maybe a few game apps will get you maxed out br br i purchased a carrying case for my tablets it fits the chargers and tablet nicely i purchased this one https www amazon com gp product b010cc9cnq ref oh aui detailpage o01 s01 ie utf8 psc 1 br br i also purchased headphones for my kids which kind of turned out to be useless because my kids pretty much refuse to use them that being said the sound is good on the tablet if they don't use headphones but not so great for my sanity hearing 2 tablets when traveling if you are interested in the headphones i purchased these and they are great when they are used however they will not fit in the carrying case i recommended above br https www amazon com gp product b01a5ro1s4 ref oh aui detailpage o01 s01 ie utf8 psc 1 br br now for the annoying stuff that i hope they resolve and i would seriously spend the money on new ones if they resolved these issues br br when you first get the tablet it's loaded with apps that you will need to remove access to if you do not want your child to have access to it i'm talking a couple hundred apps you will need to deselect otherwise if you hand over the tablet before doing this your child can download the app just by tapping their finger on it annoying the problem with this is that you aren't exactly sure which apps are great or not great so you'll find yourself spending countless hours researching the apps trying to figure out what's best because you don't want to deselect a good one so my first round of doing this i left a bunch of apps at their leisure to download if they liked it bad idea br my kids will tap the app and it will begin downloading they don't understand this so then they think it's not working so they tap another app and that one starts to download and the same thing happens before you know it they are downloading 10 apps all at once and then bugging you to fix it because none are opening and the tablet is now busy downloading all of them br br this problem caused me to restrict more apps they have access to download which was fine until they used up about 22gb of space on the sd card with apps and the rest being movies i put on the card when this occurs another annoying problem is on your hands the tablet gives an error stating that the storage is dangerously low and this causes the tablet to be unable to operate any apps or play movies so now you have to uninstall the bazillion apps they downloaded on to the sd card and the internal tablet to get it to function and that takes forever i gave up uninstalling multiple times and just wiped my sd cards and started over with re downloading the movies to it which also takes a lot of time but less time than uninstalling a bazillion apps br so from now on i have restricted access to their ability to download any apps at all unless i do it myself i'm so tired of maintaining storage br br i would love it if the kindle was like a cell phone with the apps only having the standard apps on it and then any other apps you choose to have you search and download it if you're anything like me you like word of mouth with apps and will download the apps you know are good because other parents have given the recommendation with that said i have the usual apps like netflix and recommend pbs kids app because it will play episodes from pbs cartoons like daniel tiger there is a nickelodeon one with their cartoon episodes there are plenty of educational apps too but i recommend researching them and letting your child tell you which one appeals to them br br lastly the chargers were crap they slip out easily and wiggle therefore does not charge the kindle we have had to sit there and get the charger to stay in place correctly so that it charges we called amazon and they offered us new chargers for free which i just process and hope that it works if it does not and it's the tablet we will have to call them again and have the tablets fixed or replaced under the warranty,TRUE,1
2,doesn't help,i bought 2 and see no difference i'm still having eye strain and headaches,TRUE,0
5,perfect devices for added security at a reasonable price in fact it is a product where form meets function,i purchased this item to provide some sense of security at a reasonable cost this device certainly has provided that even when camping with my smart phone i get alerted is anyone is moving around the front of my house and watch the live view the same if anyone presses the door bell we can see exactly when packages are delivered etc the quality of the video is unbelievable even if you are 400 miles away the motion detection is unbelievably sensitive the ring chime allows you to hear the door bell anywhere inside your house as well i will probably install one on my patio door to using the motion detection and video giving me the ability to see anyone moving around my back yard good devices at a reasonable price without the need to install expensive video cameras,FALSE,0
2,two stars,noise cancellation feature isn't too great battery life is poor,TRUE,0
1,hard to use,this weather radio is extremely hard to figure out because it does not come with instructions that has codes for you to put in to get the type of weather you want to hear about would not recommend buying this radio unless you've had one like it before and know how to programme it,TRUE,0
3,for the price it seems to be a good deal but i have the pieces,this is a review based on having the site for 6 months br br for the price it seems to be a good deal but i have the pieces where it secures to the laptop break off i've only had this for 6 months and i wanted the cover to last much longer then 6 months if you are look for something cheap to cover for this time frame this is perfect i would look elsewhere for a more durable cover that will last much longer,TRUE,0
5,good product,very satisfied gets my chrome book to a comfortable height,TRUE,0
5,totally perfect fit for my hp 17 3 laptop and assessories,this bag is just perfect for my hp 17 3 laptop as it hold it very securely and also has plenty of pockets for accessories it is just right it even has an outside pocket for file folder and papers my favorite feature is the slimline design this bag is not too heavy or bulky and is perfect for a carry on and to take with you traveling love this bag case logic is the best,TRUE,0
3,three stars,sound good but was a lil to tall for dash,TRUE,0
4,brought new life to an old pc,i used this drive to upgrade two old dell optiplex 3020 mff computers i replaced the original 500gb 2 5 hdds with these ssds the old i5 computers seemed like they were running on adrenaline no compatibility issues at all very happy with these drives,TRUE,0
1,stopped working after 4 months,bought it in january stopped charging in april when i plug it in it won't charge red light comes on and you press the power button and it flashes for a second and then shows no power symbol,TRUE,1
5,great product,13 year old daughter loves this,TRUE,0
5,good,it s not a tight fit like some other cases but it still hasn t come off yet and it looks as perfect as can be,TRUE,0
1,i can get a lot of useless channels however,works somewhat i can get a lot of useless channels however does not pick up anything under channel 9 which means here in orlando no cbs or nbc and their associated 34 oldies 34 channels also breaks in to pixels a lot,TRUE,1
1,nice looking piece of junk magnets so feeble they can't anything,it looks good but that's about the magnets are so weak they can't hold the weight of even a simple usb cable the cable clamps are designed to take cables of different diameters but even our smallest usb cable barely fits i installed much stronger magnets to the cable clamps but that didn't help much as the metal mounts have so little metal in them the magnets have very little ferrous material to be attracted to good idea terrible execution and it a long time to get them shipping wise,TRUE,0
1,sounds,no stereo no am,TRUE,0
5,wow awesome wifi signal and ease of use,wow wifi strength is awesome br i am able to receive wifi through a metal wall and beyond,TRUE,0
5,faster charging,charges devices fast,TRUE,0
3,three stars,works well but one of the cameras quit working,TRUE,1
2,cheap but don't waste your money,this speaker won't turn off when i want it to i want to save battery it goes off on it's own the volume doesn't reach either low low or high high when i want it to,TRUE,0
2,batteries leaked,after a couple of months some of the batteries were leaking had to clean up the kit and throw some of them away,TRUE,0
2,uncomfortable,not comfortable in your hand and it dies way too soon sent it back,TRUE,0
1,only hooks up to 2 4 band on ac devices unless you manually change it then every time you log out it goes back to 2 4,on all my ac devices it hooks up to the 2 4 band why what a waste should hook up to 5g band for top of the line device,TRUE,0
1,don t buy,coincidently doesn t hold a charge after the 1year lifetime guarantee,TRUE,0
3,product appears in good condition but somewhat small compared to the pictures,product appears in good condition but somewhat small compared to the pictures regular water bottle cant fit on side pocket good thing though is that there are plenty of storage pockets inside to fit different things,TRUE,0
3,not compatible with the treadmill,if you are looking for a decent set of earbuds that won't fall out during vigorous exercise this is it it's great if you are expecting to talk on the phone they are easy to use br br if you are looking for earbuds to use at the gym on their treadmill these are not the ones get the basic 34 inspire 34 yurbuds well you could get these they will work if you press the button down the entire time as i learned last night br br i wish i would have known this before deciding on this particular set of yurbuds i would recommend them if you are planning on using them with your smart phone or other device,FALSE,0
3,very inaccurate and alarm is nearly useless because of it,very inaccurate and alarm is nearly useless because of it it is better then nothing during flights now the hunt for something more reliable,TRUE,1
3,not idea for side sleepers,these are okay sort of i really liked them at first but after a couple uses the speakers are starting to hurt my ears when i lay on my side i bought these to try and drown out a noisy neighbor that doesn't realize the bass from his stereo carries beyond just his unit and needed something to lay on my side without jabbing my ears since there's a strong change i'm watching a tablet until i pass out if there could be some extra padding around the speakers maybe so that i'm not laying on the hard plastic that might help going to modify them a bit with that to see if it helps over the next few nights the quality isn't great but they're cheap and i wasn't expecting infinity speakers or anything,TRUE,0
3,should have gone w the no plug pass thru version,these work just fine great way to get equivalent of hardwire ethernet to any electrical outlet very easy to install get up running but the concept of the pass thru plugs is not to lose the functionality of the plug yet there are 2 big downfalls making this version almost useless first these stick up too far from the lower plug blocking the opening of the upper plug in any standard wall outlet for most modern things that need to be plugged in it blocked plugs for my surge protectors by about 1 32 34 1 16 34 so i had to carefully shave off about 1 32 34 of rubber on my surge protector plug that i needed in the upper outlet to get it to fit br br second they are more than twice as thick as the model w o the pass thru plug i have small rooms and can't use the pass thru due to just thickness alone w o cutting a hole in the back of my furniture i'm willing to do that but too busy now the point of these is to save troubles not cause them also it's very hard to plug something in the outlet is super tight unless you have total access to push very hard which i didn't so took a long time sweat to get the thing in use when i finally had no choice needed a fan summer heat if you need it plug extension cord in before you plug unit to wall i was eventually able to get use a flat plug design but still sticks out too far for me br br my dad got the one w o the pass thru different brand tho because of my troubles and it's way smaller in both height thickness than these i'd recommend getting the non plug pass one just use the upper outlet for surge protector w extra outlets if you need them,TRUE,1
5,a must for high end hdr,was able to get 4k 4 4 4 with the cable 60hz,TRUE,0
5,five stars,fits great in little kid ears,TRUE,0
5,hackintosh yosemite maverkics success,works like a charm br no additional setup works under mac hackitosh br read write speeds are amazing get fast cards thou,TRUE,0
1,excellent seller but unit does not work with xps 8910,does not work with the 8910 connectors do not align ie original p4 is single and this is double connector br replacement must be api p n pcf003,TRUE,0
5,good,works great for us,TRUE,0
5,you wont be sorry,i wear these things everywhere not only at the gym no issues with it so far so happy with these i bought a pair for my daughter,FALSE,0
5,awesome,like the clock,TRUE,0
3,doesn t work but customer service was better,stopped working after 2 weeks after i charge for a full night i need to take it out and put it back to work again it also seems to short out i bought a pack of these and i have trouble with all of them br update after my review the company reached out to me to make it right which i really appreciate because in all actuality i didn t reach out to them about the issues i was having i do appreciate a company caring enough to offer something for my trouble,TRUE,1
2,gets the job done for the price but,it's good for the price they work they connect well with a decent all day battery life br however there is absolutely no bass like at all which is disappointing considering they advertise it to have a lot of base so if you get these expect a really tinny sound the control button is also really large and heavy making it annoying when running or even walking also on low volumes there is a very noticeable static in the background,TRUE,0
1,smallest possible wires,bought it for an electronics project where i planned to cut this in half and then strip the inner wires on one end i don't even see how the things can be insulated from each other it's 4 wires slightly thicker than hairs that look like part thread and presumably part metal the wire strippers which work on the jankiest phone cord internal wires i've ever seen just produced fuzz can't send it back b c i obviously destroyed it but it does leave me wondering where they got the wire,TRUE,0
3,baseplate cover doesn't have any way to hook onto the anchor,baseplate cover doesn't have any way to hook onto the anchor as shown in the instructions it just sits there being mostly useless not sure if this is a defect in my specific unit or an issue with this product in general,TRUE,1
1,glitching,keyboard seems to glitch and type alot of random keys even after fully charged,TRUE,0
1,not a good product,bad stopped working,TRUE,1
2,bottom line nothing,got this for christmas for my wife it was all she wanted followed the instructions charged it everything when we put in the film the dark sheet was suppose to come out nothing happened charged it more nothing trouble shooted it nothing called polaroid camera on hold for 45 minutes nothing called amazon they were the only ones helpful they offered to call polaroid and see what we can do and offered an exchange turns out they stopped selling so we got a full refund and seeing what we should do next don't know if ours was defective or what but now my wife is sad,TRUE,1
5,wonderful waterproof speaker perfect for showes,got it on time was really loud sounds was just perfect i bought another for my self and use it anywhere i love that its water proof too,TRUE,0
1,not white,when i received the product it was black and gray instead of white when i contacted the company they said they knew whatever happen to freezing the product until you fix the issue,TRUE,0
2,would not recommend,nothing works like it should 3 cameras were fuzzy out of the box could fix 2 of them but an hour later they messed up,TRUE,1
3,we don t think so,we had a difficult time getting this speaker to work when we did get it operating the sound was lousy,TRUE,0
4,disappointed liked it but,really like this bag however my nikon p900 would not fit well into it i do not like the lens resting on the bottom of the bag prefer to let the camera weight be on the two 'slings' that are on the inside i am returning and have ordered the same bag in the hunter 45,TRUE,1
1,small very small too small,this laptop is like 6 inches made for kids so small can t even do anything with it typical amazon scam get what you pay for that s for sure,TRUE,0
5,great buy strong case,terrific protection for my ipad mini so much better than apple's cover because it protects the back and edges without being bulky snug fig and smart look color was exactly what i ordered based on the photo saddle tan color high quality and great value very pleased with this item,TRUE,0
5,easy to take with me on the go,what else can i say,TRUE,0
1,piece of junk,will not charge the battery and does not work when the battery is removed it did work for awhile but stopped unfortunately we were out of town and could not access the camera our main reason for purchasing this piece of crap to add insult to injury the return window is now closed,TRUE,0
1,doesn t work,received 0 channels after moving this around multiple times,TRUE,1
3,short cable you need to buy an extender,short cable,TRUE,0
3,this is a nice camera the picture quality is good,this is a nice camera the picture quality is good you can see the images on the screen in night mode the only issue i have is the plug when it said wireless i was thinking no chords period icouldn't put the camera where iwanted to bc of the plug,TRUE,0
1,defective,defective keyboard and issues connecting bluetooth,TRUE,1
1,sharp clearly produces a subpar product that even they don't believe in enough to back up a factory refurbished tv that accordin,buyer beware bought this tv almost 2 years ago the first model i received had dead pixels on the screen within 6 months called sharp and went through their claims process and they stated they could only replace my new tv with a refurbished tv oh and they could only warranty this tv for 90 days wouldn't you know that 6 months later the screen goes completely black and there's nothing they can do about it the tv when it was working gave a mediocre picture nothing to brag about however sharp clearly produces a subpar product that even they don't believe in enough to back up a factory refurbished tv that according to them 34 is good as new 34 extremely disappointed with sharp i've owned many different brands of tv's over the years and never has one died within a year i will never purchase another sharp product,TRUE,1
3,in the most basic terms the product fulfills it's,in the most basic terms the product fulfills it's singular purpose to protect my keyboard from any particles or liquids it fits snugly allowing for unhindered typing and is aesthetically appealing br this being said the top row of keys does not match the actual keyboard my computer is a late 2011 macbook air and so far i've been unable to find a keyboard skin that matches because my previous skin also had this problem i don't have a huge issue with it so if you aren't picky about your keys this is a reasonably priced and effective product,TRUE,0
5,i can get an adapter,i like to use them on my 3 5mm audio i can get an adapter 3 5 to lightning and where,TRUE,0
2,ipad use,the native mics in your ipad work better than this external mic,TRUE,0
3,more like a large laptop keyboard,i love the illumination on a full size keyboard however if you can type over 20 words a minute this keyboard is going to slow you down vice a normal keyboard the keys are too soft to push and have about half the push distance it is like typing on a laptop keyboard if you are a hunt and peck typer then i think you would do fine with this keyboard did i say i loved the illumination,TRUE,0
3,case worked from nov 2020 to july 2021,case is lovely to look at a little awkward to hold overall it was a winner for 15 until this month shutting the case used to automatically shut off the ipad this is one of the key features of the case i noticed the battery life of my ipad dipped tremendously during the last week and figured out the problem it no longer shuts off the ipad when i close the case from nov 2020 to july 2021 i would have given this case top ratings now not so much,TRUE,0
1,top won t stay on,this is the worst case the top won t stay on and it doesn t really flow in the dark,TRUE,0
1,missing parts,missing parts and ruined my shoot,TRUE,1
4,you need to modify,you need to cut the bottom half of the back off,TRUE,0
3,one smoked up just as soon as it got plugged in,just plugged the other one in and blew it not heavy duty enough i thoyght i ordered heavier oh well,TRUE,0
1,broke after 1month,broke after one month of use,TRUE,1
5,not bad for the price,this product works better in newer technology that already has an hdmi port and doesn't require a separate port overall it works fine,TRUE,0
1,works for a couple of days then stops,for the first few days it worked great plugged it in and setup my fingerprint through their own software then was able to add more through windows after a few days it just stops working uninstalling it and starting from scratch doesn't seem to help also it gets kinda hot when registering prints br br maybe i just got a dud but regardless just ended up being a waste of money,TRUE,1
2,wrist band defect,the wrist band is nicely made an easy to connect to fit bit charge 5 but the end of wristband plastic pieces that attach yo the fit bit are not locking or engaging completely to the body of the fit bit br this defect could possibly find your fit bit falling off while exercising,TRUE,1
5,very happy,there are somethings where i only buy the oem product and there are things where i rather save the money this is one of those items more power for less money great concept i use this in a sony alpha a55v and it works great no fitting issues like some of the other none oem batteries,TRUE,0
5,worked without a glitch,this item has worked since i attached it to my tv it has never stoped working a great buy for the money,TRUE,0
1,lasted less than 3 months,got this as a back up charger to keep at home so i could leqve the work issued charger in my classroom plugged into the tech cart only used this cord a handful of times it arrived wnd of february when i tried to charge my chromebook yesterday nothing get to work this morning plugged in the work issued charger no problem at all of course the return window was up in march 1 month after order date,TRUE,0
3,constantly resets after playin for more than an hour,i do not like this one i had to return it and i'm still experiencing the same resetting issue,TRUE,0
5,great product and seller,works as expected and is great if you need to lead it under a door or somewhere similarly small the cable comes with more than enough wall mounts so it can be easily hidden out of the way i wasn t going to bother reviewing until the seller sent me an email through amazon in broken but adorable english 10 10 for trying,TRUE,1
5,great cable,the cable is longer than the others,TRUE,0
2,rose gold is gold not a hint of pink,i ordered a rose gold and the band is solid gold zero pink in it i double checked the box it came in and it said rose gold what a rip off leary of ordering another colors from them after this it's solid gold and not at all what i wanted,TRUE,0
1,seemed to work at first,set this up at home to try out the system with a known good system setup was a breeze and everything went to plan after setup and connection to the signal it worked for 10 seconds then went silent and never did anything else,TRUE,0
5,worked perfectly,best price i could find and brought me up to 8 gigs my laptop is snappier than ever,TRUE,0
1,xbox trouble,doesn t work but few mts then trouble,TRUE,1
1,disappointment,i was disappointed with this purchase the screen protector looked clear then when you put it on your device it's give your screen a frosted look hard to see the screen might as well call it a fog screen instead of anti glare screen protector,TRUE,0
1,don't work,don't do it i pug it in and doesn't work wasn't of money,TRUE,1
1,shocks ears,the sound is ok but they will shock the inside of your ears,TRUE,0
2,unexplained sudden display malfunction,although the phone charger port has always been quite slow the rest of the clock radio features worked well enough until yesterday for no apparent reason portions of the digital timer display have gone dim no power surges no injury to the radio same location same power source,TRUE,1
2,it's ok,the right ear bud has gone out stopped working in each pair i have bought,TRUE,1
5,five stars,good poe,TRUE,0
5,a nice multi function printer scanner copier fax with huge ink supply and a low price,needed a color printer that duplexes and scans and doesn't constantly beg for ink looked at the epson eco tank units but they are too expensive and have a small non touchscreen display that would probably be a horror to use br this printer was easy to set up on our wireless network and we have no issues printing to it from multiple windows 7 computers also have had no issues doing 'scan to computer' the ink cartridges were very easy to load as the ink cartridge port is on the front of the printer at the lower right side i'm hoping this printer will not clog up as so many others i've had do i understand that this printer cleans itself periodically to prevent that br the large ink cartridges should last quite a while and don't appear to be too expensive most companies charge like wounded bulls,TRUE,0
5,solid cable,does what you think it will do and looks good doing it,TRUE,0
1,shorting out in a weeks time,i bought these so i could sit a bit farther from my pc sadly they it s already breaking and shorting out i ve treated it like a baby but i have to bend it to even make it work correctly i m going to try for a refund or replacement,TRUE,0
3,disconnects from phone,mine was terrible i just never had the chance to send it back one little touch or move of the cord and it stops playing in my car and disconnects i have to keep unplugging it and plugging it back up again and that can t be good for your phone lol,TRUE,0
2,not worth it,terrible stand does not hold weight as the adjustable feet are not tight better off not using it waste of money unless you want to detach and use the phone clamp for something else,TRUE,0
1,don't buy it,barely used it a week and its broken never was offered service protection plan worst product yet,TRUE,1
1,it broke after three weeks i had to put,it broke after three weeks i had to put up a star in order to submit my review no stars,TRUE,1
2,its ok,it's a bit of a pain to connect but after it does works well,TRUE,0
5,easy to replace color wheel,easy diy project just followed youtube instructions much better than the cost of a service or replacing the tv itself,TRUE,0
4,zvox 4002201 sound system,have had this box for several months now and it is much better than the tv speakers the bass and clarity of audio is much improved br for the price it does a good job br 4 stars instead of 5 because when the remote is programmed it controls both the box and the tv volume and you must angle the remote away from the box to turn the tv down by itself after a while it gets pretty easy br volume also fluctuates when commercials come on or when channel is changed but not so much as to be annoying br i would recommend it to a friend at his price,TRUE,0
5,perfect,smarter than me but i did figure out how it works,TRUE,0
1,nothing special,this very good when advertised but i had issues with it after it arrived i had to cut it to fit the laptop they advertised it was made for and after that it did not stick the side and corners kept coming up so i ended up taking it off my boys 12 and 4 loved the ghoulish pic but it did not stick why buy it for just looks when it does not conform or function to customer satisfaction br br garbage,TRUE,0
1,sometimes it works,when it works it's got amazing quality when it works the problem is when it doesn't work which is most of the time and all their customer service does is regurgitate the reboot options that you've already tried before contacting them,TRUE,1
1,annoying cheap used fans to power monitor makes loud fan noise none stop,this product has a annoying cheap 10 dollar fan that hums 24 7 none stop it is really loud and annoying they should have engineered it right and not use fans,TRUE,0
4,durable great sound quality,i use auxiliary cable most often in my car and in a harsh climate where temps can go from 90 30 degrees fahrenheit in the same day this cable has exceeded the durability of other brands i have used in the past and am very pleased with my purchase,TRUE,0
2,if you want volume this system is ok if you want quality audio and low volume control look elsewhere,if all you want is more volume and some bass for your tv perhaps this sound system will be fine for you but ff you consider yourself an amateur audiophile i would not recommend buying this set up br br this soundbar's dynamic range is ok it sounds pretty good if you crank up the volume the subwoofer's bass is kind of crappy though especially when watching tv shows the rumble coming from simple dialogue during shows movies became annoying and distracting br br my largest complaint though and why i ultimately decided to return the system was because of the lack of loudness or more correctly lack thereof the volume seems to increase exponentially changing volume from mute to on to the next higher volume level would get louder exponentially the problem with this is that if you'd like to listen to quietly you only have two or so settings and that became annoying hopefully vizio addresses the volume issue i'm willing to bet others experience the same thing,TRUE,0
1,charger,out of the box it came up with message not compatible with my i phone changed batteries same result called griffith they were very nice and promised to mail a new one said it is compatible w all i phone we'll see,TRUE,0
5,works well,it actually works well,TRUE,0
5,best price,i am a real customer with real vision problems i was searching for a rear view camera for my catering truck and tried emmako back up camera for the price and found out that it was really clear and ez to hook up especially the wireless one br the quality was impassive for the price so nougat 3 more and used them for side mirrors br br shane aloha,TRUE,0
2,stopped working after 2 3 weeks,it worked well at first and the sound quality was good but after only a few uses it stopped working altogether i'll buy a brand name in the future,TRUE,1
3,three stars,does not work with ausdom a261,TRUE,1
1,serious power issues,beware this laptop came to me with power issues now it doesn't turn on i'll try to contact the seller or asus tech support in order to fix it but meanwhile i suggest you check another laptop but don't buy this one,TRUE,1
3,ok,ok,TRUE,0
5,good deal,this is very small and easy to carry it enables music on my ipad to be heard by many in a larger setting very inexpensive,TRUE,0
1,dissatisfied performance due to failure,purchase 128gb flash 18 may 2018 failed 1 august 2018 computer s now won't recognize device i have countless data saved on the usb and now cannot retrieve attempted to format for further use not possible either very surprising to me actually this is the third i've owned this one is the first to fail i'm open for ideas and or replacement,TRUE,1
3,good picture quality but no battery back up,when the power goes out the monitor does not turn back on unless you hit the power button back on we lose power a lot in our town i'm afraid we will lose power while on vacation and cameras wouldn't record they should have a battery back up or turn back on by themselves when the power comes back on,TRUE,0
1,came broken,returned i put a cd in it and it never worked lost my cd too,TRUE,1
